contract_id,vendor_name,contract_value,contract_date,department,procurement_type,location_state,duration_months,classification
IND-CTR-2024-1623,Hindustan Aeronautics Limited (HAL),30.13,1/5/2023,Ministry of Home Affairs (CAPF),Ammunition,Ladakh,9,Small
IND-CTR-2025-0836,Aequs Aerospace,1829.62,3/5/2023,Ministry of Defence (MoD),Satellites,Gujarat,51,Major
IND-CTR-2024-0042,Astra Microwave,37.62,4/5/2023,Indian Coast Guard,Cybersecurity,Karnataka,14,Small
IND-CTR-2024-0400,Tata Advanced Systems,677.97,4/5/2023,Indian Coast Guard,Missiles,Haryana,54,Major
IND-CTR-2024-0488,Samtel Avionics,15.29,4/5/2023,DRDO,Drones/UAV,Uttar Pradesh,13,Small
IND-CTR-2024-1505,Godrej Aerospace,6.97,5/5/2023,DRDO,IT Services,Assam,26,Small
IND-CTR-2025-0640,Bharat Forge Defence,495.86,5/5/2023,Indian Air Force,Space Systems,Andhra Pradesh,33,Standard
IND-CTR-2025-1035,Aequs Aerospace,6.37,5/5/2023,DRDO,IT Services,Manipur,21,Small
IND-CTR-2024-1412,Avantel,278.54,7/5/2023,DRDO,Artillery,Manipur,22,Standard
IND-CTR-2025-1743,Electronics Corporation of India Limited (ECIL),1115.49,7/5/2023,ISRO,Naval Ships,Tripura,68,Major
IND-CTR-2023-1405,Suryadipta Projects,132.13,8/5/2023,Ministry of Defence (MoD),Radars,Andhra Pradesh,22,Standard
IND-CTR-2024-0840,IdeaForge,54.95,9/5/2023,Indian Army,Communications,Manipur,22,Standard
IND-CTR-2025-1729,Tonbo Imaging,152.14,9/5/2023,Indian Navy,Artillery,Assam,29,Standard
IND-CTR-2023-1696,Alpha Design Technologies,972.33,10/5/2023,Indian Army,Space Systems,Andhra Pradesh,35,Major
IND-CTR-2023-1785,NewSpace Research & Technologies,1550.43,10/5/2023,Indian Army,Missiles,Jharkhand,36,Major
IND-CTR-2024-0322,Mahindra Defence Systems,139.2,10/5/2023,Indian Air Force,Communications,Karnataka,22,Standard
IND-CTR-2025-0038,Hindustan Shipyard Limited,51.21,10/5/2023,Indian Air Force,Communications,Chhattisgarh,18,Standard
IND-CTR-2025-0366,Centum Electronics,64.21,10/5/2023,Indian Army,Vehicles,Ladakh,16,Standard
IND-CTR-2023-1391,Bharat Heavy Electricals Limited (BHEL),662.63,12/5/2023,Ministry of Home Affairs (CAPF),Artillery,Uttar Pradesh,35,Major
IND-CTR-2024-0958,Samtel Avionics,231.72,12/5/2023,Indian Air Force,Missiles,Haryana,55,Standard
IND-CTR-2025-0759,Ananth Technologies,108.73,12/5/2023,Indian Air Force,Vehicles,Odisha,28,Standard
IND-CTR-2025-1258,Electronics Corporation of India Limited (ECIL),1587.93,12/5/2023,Indian Army,Aircraft,Goa,45,Major
IND-CTR-2023-1715,Data Patterns,22.63,13/5/2023,Ministry of Home Affairs (CAPF),Maintenance & MRO,Madhya Pradesh,13,Small
IND-CTR-2025-0150,Data Patterns,29.11,13/5/2023,Indian Coast Guard,Cybersecurity,West Bengal,17,Small
IND-CTR-2025-1563,Mazagon Dock Shipbuilders,271.87,13/5/2023,ISRO,Radars,West Bengal,27,Standard
IND-CTR-2025-0442,VEM Technologies,1888.32,14/5/2023,Indian Air Force,Satellites,Sikkim,35,Major
IND-CTR-2025-1761,Paras Defence & Space Technologies,589.62,14/5/2023,Indian Navy,Satellites,Manipur,50,Major
IND-CTR-2023-1346,Hindustan Aeronautics Limited (HAL),89.56,15/5/2023,Indian Navy,Ammunition,Chhattisgarh,10,Standard
IND-CTR-2023-1680,Tonbo Imaging,202.19,16/5/2023,Indian Navy,Electronics,Sikkim,17,Standard
IND-CTR-2023-1077,Hindustan Aeronautics Limited (HAL),12.92,18/5/2023,DRDO,Maintenance & MRO,Madhya Pradesh,13,Small
IND-CTR-2025-1808,Samtel Avionics,500,18/5/2023,Ministry of Defence (MoD),Aircraft,West Bengal,54,Standard
IND-CTR-2024-0648,Paras Defence & Space Technologies,245.48,19/5/2023,Indian Navy,Missiles,Madhya Pradesh,34,Standard
IND-CTR-2025-1359,VEM Technologies,37.63,19/5/2023,Indian Army,Drones/UAV,Uttar Pradesh,19,Small
IND-CTR-2024-0998,Taneja Aerospace,511.87,20/5/2023,Indian Air Force,Vehicles,Mizoram,30,Major
IND-CTR-2024-1320,Tata Power SED,432.79,20/5/2023,Indian Coast Guard,Radars,Bihar,43,Standard
IND-CTR-2025-0797,Garden Reach Shipbuilders & Engineers,23.7,20/5/2023,Indian Navy,Electronics,Tripura,20,Small
IND-CTR-2024-1546,Larsen & Toubro Defence,16.51,21/5/2023,ISRO,Drones/UAV,Bihar,20,Small
IND-CTR-2025-0401,Aequs Aerospace,238.83,21/5/2023,Indian Navy,Missiles,Punjab,37,Standard
IND-CTR-2025-0784,Bharat Forge Defence,116.39,21/5/2023,DRDO,Communications,Odisha,15,Standard
IND-CTR-2023-0074,Electronics Corporation of India Limited (ECIL),2415.06,23/5/2023,Indian Army,Satellites,Sikkim,41,Major
IND-CTR-2024-0439,Tata Advanced Systems,1568.89,23/5/2023,Indian Army,Satellites,Jammu & Kashmir,69,Major
IND-CTR-2023-1222,Saraswat Defence,207.4,24/5/2023,Indian Navy,Communications,Punjab,23,Standard
IND-CTR-2023-0130,Astra Microwave,685.83,25/5/2023,Ministry of Home Affairs (CAPF),Aircraft,Delhi,39,Major
IND-CTR-2023-1407,Samtel Avionics,577.45,25/5/2023,Indian Navy,Missiles,Andhra Pradesh,46,Major
IND-CTR-2025-1946,Godrej Aerospace,833.8,25/5/2023,Ministry of Home Affairs (CAPF),Naval Ships,Assam,59,Major
IND-CTR-2023-1040,Bharat Heavy Electricals Limited (BHEL),44.28,26/5/2023,Indian Navy,Communications,Tripura,15,Small
IND-CTR-2025-1024,Paras Defence & Space Technologies,876.75,26/5/2023,ISRO,Missiles,Meghalaya,36,Major
IND-CTR-2025-1199,Walchandnagar Industries,31,26/5/2023,DRDO,Electronics,Goa,21,Small
IND-CTR-2025-1432,Bharat Forge Defence,12.46,26/5/2023,Indian Air Force,Maintenance & MRO,Himachal Pradesh,18,Small
IND-CTR-2023-1666,Larsen & Toubro Defence,50.88,27/5/2023,Ministry of Home Affairs (CAPF),Drones/UAV,Andhra Pradesh,15,Standard
IND-CTR-2024-1960,Bharat Heavy Electricals Limited (BHEL),24.09,27/5/2023,Indian Air Force,IT Services,Mizoram,33,Small
IND-CTR-2025-0044,Sika Interplant,34.39,27/5/2023,Indian Navy,Maintenance & MRO,Meghalaya,12,Small
IND-CTR-2023-1097,Electronics Corporation of India Limited (ECIL),4498.06,28/5/2023,Indian Navy,Naval Ships,Jharkhand,85,Major
IND-CTR-2025-0536,Bharat Dynamics Limited (BDL),691.16,28/5/2023,Indian Army,Missiles,Tamil Nadu,32,Major
IND-CTR-2025-1000,Samtel Avionics,148.08,29/5/2023,Indian Navy,Ammunition,Nagaland,11,Standard
IND-CTR-2024-0076,Saraswat Defence,29.24,30/5/2023,Indian Air Force,Training & Simulation,Karnataka,12,Small
IND-CTR-2024-1095,Avantel,23.4,30/5/2023,Ministry of Home Affairs (CAPF),Maintenance & MRO,Bihar,10,Small
IND-CTR-2023-1368,Ananth Technologies,82.11,31/5/2023,Indian Coast Guard,Vehicles,Uttarakhand,23,Standard
IND-CTR-2023-1609,Astra Microwave,905.36,2/6/2023,Indian Air Force,Helicopters,Haryana,29,Major
IND-CTR-2025-0846,Adani Defence & Aerospace,41.96,2/6/2023,Ministry of Defence (MoD),Cybersecurity,Tripura,18,Small
IND-CTR-2025-1747,Ananth Technologies,20.98,2/6/2023,Ministry of Defence (MoD),IT Services,Andhra Pradesh,17,Small
IND-CTR-2024-0549,Cochin Shipyard Limited,480.59,3/6/2023,Indian Air Force,Radars,Telangana,28,Standard
IND-CTR-2024-0584,IdeaForge,2767.09,3/6/2023,ISRO,Helicopters,Gujarat,54,Major
IND-CTR-2025-0142,Suryadipta Projects,93.93,3/6/2023,Ministry of Defence (MoD),Electronics,Karnataka,18,Standard
IND-CTR-2024-1227,Ananth Technologies,2049.22,4/6/2023,Indian Army,Satellites,Meghalaya,54,Major
IND-CTR-2023-0403,Garden Reach Shipbuilders & Engineers,26.31,5/6/2023,Indian Navy,Maintenance & MRO,Chhattisgarh,14,Small
IND-CTR-2023-0722,Suryadipta Projects,945.65,6/6/2023,Indian Army,Aircraft,Rajasthan,38,Major
IND-CTR-2024-0204,Alpha Design Technologies,54.3,6/6/2023,Ministry of Home Affairs (CAPF),Drones/UAV,West Bengal,14,Standard
IND-CTR-2024-0244,DRDO - ADE,58.54,7/6/2023,ISRO,Electronics,Himachal Pradesh,18,Standard
IND-CTR-2024-0441,Bharat Forge Defence,182.62,7/6/2023,Indian Air Force,Drones/UAV,Uttar Pradesh,19,Standard
IND-CTR-2024-1437,Avantel,520.54,7/6/2023,Ministry of Defence (MoD),Artillery,Haryana,40,Major
IND-CTR-2023-1499,Sika Interplant,28.69,8/6/2023,Ministry of Defence (MoD),Electronics,Madhya Pradesh,23,Small
IND-CTR-2024-0049,Aequs Aerospace,28.8,9/6/2023,DRDO,Training & Simulation,Assam,12,Small
IND-CTR-2024-0294,Godrej Aerospace,16.12,9/6/2023,Indian Air Force,Electronics,Tamil Nadu,18,Small
IND-CTR-2023-1601,Walchandnagar Industries,120.62,10/6/2023,Ministry of Home Affairs (CAPF),Ammunition,Rajasthan,9,Standard
IND-CTR-2023-1718,VEM Technologies,195.07,10/6/2023,Indian Navy,Artillery,Delhi,22,Standard
IND-CTR-2023-1750,Ananth Technologies,41.46,10/6/2023,ISRO,Maintenance & MRO,Andhra Pradesh,9,Small
IND-CTR-2024-1360,Hindustan Aeronautics Limited (HAL),13.34,10/6/2023,Indian Navy,Maintenance & MRO,Nagaland,15,Small
IND-CTR-2025-0387,Astra Microwave,17.4,10/6/2023,Indian Army,Electronics,Rajasthan,17,Small
IND-CTR-2023-0705,BEML Limited,119.1,11/6/2023,Indian Navy,Communications,Goa,17,Standard
IND-CTR-2023-0997,Hindustan Aeronautics Limited (HAL),2093.28,11/6/2023,Indian Army,Submarines,Punjab,98,Major
IND-CTR-2024-0325,Avantel,320.85,11/6/2023,ISRO,Vehicles,Bihar,19,Standard
IND-CTR-2023-1711,Ananth Technologies,17.04,12/6/2023,Indian Navy,Maintenance & MRO,Andhra Pradesh,12,Small
IND-CTR-2024-0367,Ananth Technologies,314.33,12/6/2023,Ministry of Home Affairs (CAPF),Missiles,Kerala,43,Standard
IND-CTR-2023-0466,Cochin Shipyard Limited,647.79,13/6/2023,ISRO,Engines,Himachal Pradesh,25,Major
IND-CTR-2023-1068,DRDO - LRDE,44.43,13/6/2023,Ministry of Home Affairs (CAPF),Communications,Himachal Pradesh,17,Small
IND-CTR-2024-0764,Aequs Aerospace,45.41,13/6/2023,DRDO,IT Services,Telangana,23,Small
IND-CTR-2024-1973,Bharat Forge Defence,11.84,13/6/2023,Ministry of Defence (MoD),Drones/UAV,Arunachal Pradesh,14,Small
IND-CTR-2025-1688,Bharat Heavy Electricals Limited (BHEL),30.41,13/6/2023,Indian Army,Drones/UAV,Nagaland,14,Small
IND-CTR-2025-1803,Kalyani Strategic Systems,150,13/6/2023,Indian Air Force,Training & Simulation,Delhi,9,Standard
IND-CTR-2023-1792,Data Patterns,500.66,14/6/2023,Indian Army,Satellites,Odisha,29,Major
IND-CTR-2024-0650,Taneja Aerospace,639.79,14/6/2023,Indian Air Force,Artillery,Meghalaya,35,Major
IND-CTR-2024-1238,Kalyani Strategic Systems,24.21,14/6/2023,Indian Coast Guard,Drones/UAV,Mizoram,14,Small
IND-CTR-2025-1560,Bharat Heavy Electricals Limited (BHEL),189.8,16/6/2023,Indian Navy,IT Services,Rajasthan,24,Standard
IND-CTR-2024-0185,Sika Interplant,5.65,17/6/2023,Indian Navy,Maintenance & MRO,Haryana,18,Small
IND-CTR-2024-1289,Adani Defence & Aerospace,466.51,18/6/2023,Indian Coast Guard,Missiles,West Bengal,40,Standard
IND-CTR-2024-1336,VEM Technologies,23.17,18/6/2023,Indian Army,Communications,Mizoram,23,Small
IND-CTR-2025-1370,Hindustan Aeronautics Limited (HAL),1654.56,18/6/2023,Indian Air Force,Aircraft,Tamil Nadu,34,Major
IND-CTR-2023-0973,Sika Interplant,26.6,20/6/2023,Ministry of Home Affairs (CAPF),Drones/UAV,Uttar Pradesh,8,Small
IND-CTR-2023-1170,Larsen & Toubro Defence,229.56,20/6/2023,Ministry of Defence (MoD),Vehicles,Assam,25,Standard
IND-CTR-2024-1084,Adani Defence & Aerospace,150,20/6/2023,Indian Army,Training & Simulation,Himachal Pradesh,16,Standard
IND-CTR-2025-0274,Bharat Forge Defence,1635.56,20/6/2023,Ministry of Defence (MoD),Satellites,Ladakh,41,Major
IND-CTR-2025-1262,Bharat Electronics Limited (BEL),622.13,20/6/2023,Ministry of Defence (MoD),Helicopters,Uttar Pradesh,41,Major
IND-CTR-2025-1976,Data Patterns,1510.03,20/6/2023,Ministry of Defence (MoD),Aircraft,Mizoram,40,Major
IND-CTR-2023-1603,Larsen & Toubro Defence,49.45,21/6/2023,ISRO,Communications,Chhattisgarh,13,Small
IND-CTR-2024-0489,Sika Interplant,81.37,21/6/2023,DRDO,Electronics,Arunachal Pradesh,15,Standard
IND-CTR-2025-1538,Bharat Dynamics Limited (BDL),145.86,21/6/2023,Ministry of Home Affairs (CAPF),Electronics,Uttarakhand,25,Standard
IND-CTR-2023-0449,DRDO - RCI,69.13,22/6/2023,Indian Air Force,Radars,Manipur,32,Standard
IND-CTR-2024-0475,Bharat Electronics Limited (BEL),49.61,22/6/2023,DRDO,Communications,Tripura,14,Small
IND-CTR-2023-1580,Astra Microwave,1383.92,23/6/2023,Ministry of Defence (MoD),Aircraft,Jharkhand,57,Major
IND-CTR-2023-0860,Samtel Avionics,9.21,24/6/2023,Indian Navy,Maintenance & MRO,Sikkim,17,Small
IND-CTR-2024-0716,Aequs Aerospace,39.34,24/6/2023,Ministry of Defence (MoD),IT Services,Bihar,25,Small
IND-CTR-2025-0696,Electronics Corporation of India Limited (ECIL),568.04,24/6/2023,ISRO,Missiles,Odisha,33,Major
IND-CTR-2023-1299,VEM Technologies,392.78,25/6/2023,Indian Air Force,Artillery,Meghalaya,27,Standard
IND-CTR-2025-1763,Electronics Corporation of India Limited (ECIL),131.85,25/6/2023,ISRO,Drones/UAV,Himachal Pradesh,14,Standard
IND-CTR-2025-1864,Bharat Forge Defence,59.49,25/6/2023,Ministry of Defence (MoD),Electronics,Himachal Pradesh,24,Standard
IND-CTR-2023-0543,Mazagon Dock Shipbuilders,99.95,26/6/2023,Indian Air Force,Drones/UAV,Assam,14,Standard
IND-CTR-2023-0693,Avantel,1968.05,26/6/2023,DRDO,Naval Ships,Haryana,58,Major
IND-CTR-2023-1184,Taneja Aerospace,3349.23,26/6/2023,Indian Navy,Satellites,West Bengal,64,Major
IND-CTR-2025-1687,NewSpace Research & Technologies,18.69,26/6/2023,DRDO,Drones/UAV,Punjab,22,Small
IND-CTR-2025-1947,Avantel,118.68,27/6/2023,Indian Navy,Communications,Delhi,14,Standard
IND-CTR-2023-1479,Hindustan Shipyard Limited,1750.95,28/6/2023,ISRO,Helicopters,Nagaland,35,Major
IND-CTR-2024-1172,Kalyani Strategic Systems,423.48,28/6/2023,DRDO,Missiles,Telangana,36,Standard
IND-CTR-2024-1904,Mazagon Dock Shipbuilders,4048.03,29/6/2023,ISRO,Naval Ships,Gujarat,44,Major
IND-CTR-2024-1707,Bharat Forge Defence,413.91,30/6/2023,Indian Navy,Satellites,Nagaland,40,Standard
IND-CTR-2024-1629,Aequs Aerospace,158.8,1/7/2023,Indian Army,Radars,Chhattisgarh,34,Standard
IND-CTR-2023-0518,Adani Defence & Aerospace,359.75,2/7/2023,Indian Coast Guard,Vehicles,Tripura,19,Standard
IND-CTR-2023-0610,Taneja Aerospace,600.25,2/7/2023,Indian Air Force,Satellites,Arunachal Pradesh,58,Major
IND-CTR-2024-0874,Data Patterns,18.46,4/7/2023,Indian Army,Drones/UAV,Tripura,17,Small
IND-CTR-2024-1911,Ordnance Factory Board,370.34,5/7/2023,DRDO,Artillery,Rajasthan,27,Standard
IND-CTR-2024-0256,Kalyani Strategic Systems,22.95,6/7/2023,Ministry of Defence (MoD),Ammunition,Telangana,10,Small
IND-CTR-2024-1627,Tonbo Imaging,222.68,6/7/2023,Indian Coast Guard,Electronics,Haryana,25,Standard
IND-CTR-2025-1928,Electronics Corporation of India Limited (ECIL),123.95,6/7/2023,Indian Army,Vehicles,Assam,20,Standard
IND-CTR-2023-0016,Data Patterns,153.97,7/7/2023,Indian Navy,Engines,Manipur,28,Standard
IND-CTR-2023-0713,Suryadipta Projects,59.56,7/7/2023,Indian Air Force,IT Services,Rajasthan,17,Standard
IND-CTR-2024-0273,Tata Power SED,12.58,7/7/2023,ISRO,IT Services,Punjab,19,Small
IND-CTR-2025-0957,Tata Power SED,87.2,7/7/2023,Indian Army,Ammunition,Tamil Nadu,11,Standard
IND-CTR-2025-1111,Hindustan Aeronautics Limited (HAL),124.42,7/7/2023,Indian Coast Guard,Artillery,Rajasthan,24,Standard
IND-CTR-2025-1527,DRDO - ADE,51.34,7/7/2023,ISRO,Electronics,Sikkim,19,Standard
IND-CTR-2023-0917,Godrej Aerospace,119.37,8/7/2023,Indian Coast Guard,Ammunition,Gujarat,12,Standard
IND-CTR-2023-1486,DRDO - LRDE,322.35,8/7/2023,Indian Navy,Radars,Rajasthan,42,Standard
IND-CTR-2023-0456,Taneja Aerospace,15.71,9/7/2023,Indian Army,Electronics,Punjab,15,Small
IND-CTR-2024-0484,Godrej Aerospace,8.56,9/7/2023,Ministry of Defence (MoD),Maintenance & MRO,West Bengal,19,Small
IND-CTR-2023-0959,Suryadipta Projects,35.02,10/7/2023,Indian Coast Guard,Ammunition,Himachal Pradesh,12,Small
IND-CTR-2024-0102,Electronics Corporation of India Limited (ECIL),839.83,11/7/2023,Indian Air Force,Helicopters,Haryana,38,Major
IND-CTR-2024-0167,NewSpace Research & Technologies,350.85,11/7/2023,ISRO,Helicopters,West Bengal,31,Standard
IND-CTR-2025-0003,Tata Advanced Systems,1373.78,11/7/2023,Indian Navy,Aircraft,Bihar,69,Major
IND-CTR-2025-0062,NewSpace Research & Technologies,375.44,11/7/2023,Indian Navy,Artillery,Rajasthan,34,Standard
IND-CTR-2025-0946,Larsen & Toubro Defence,56.09,11/7/2023,Ministry of Home Affairs (CAPF),Electronics,Arunachal Pradesh,19,Standard
IND-CTR-2023-0756,Adani Defence & Aerospace,25.53,12/7/2023,Ministry of Home Affairs (CAPF),Communications,Maharashtra,14,Small
IND-CTR-2025-0601,Electronics Corporation of India Limited (ECIL),179.58,13/7/2023,Indian Coast Guard,Drones/UAV,Rajasthan,12,Standard
IND-CTR-2024-0844,DRDO - LRDE,195.85,15/7/2023,Ministry of Defence (MoD),Vehicles,West Bengal,31,Standard
IND-CTR-2025-0201,Avantel,1344.01,15/7/2023,Ministry of Defence (MoD),Aircraft,Madhya Pradesh,47,Major
IND-CTR-2023-1659,Bharat Forge Defence,20,16/7/2023,Indian Army,Vehicles,Himachal Pradesh,23,Small
IND-CTR-2023-1684,Data Patterns,112.44,16/7/2023,Ministry of Home Affairs (CAPF),Vehicles,Tripura,14,Standard
IND-CTR-2024-1158,Mahindra Defence Systems,20000,16/7/2023,ISRO,Submarines,Assam,92,Major
IND-CTR-2025-0800,Sika Interplant,719.43,16/7/2023,DRDO,Aircraft,Uttarakhand,32,Major
IND-CTR-2025-1217,Hindustan Shipyard Limited,79.87,16/7/2023,Indian Coast Guard,Artillery,Uttarakhand,36,Standard
IND-CTR-2023-0197,Taneja Aerospace,47,17/7/2023,Ministry of Defence (MoD),IT Services,Madhya Pradesh,30,Small
IND-CTR-2024-0544,Tata Power SED,45.81,17/7/2023,Ministry of Defence (MoD),IT Services,Delhi,27,Small
IND-CTR-2025-1392,DRDO - RCI,19.54,18/7/2023,Ministry of Defence (MoD),Drones/UAV,Sikkim,11,Small
IND-CTR-2023-1234,DRDO - LRDE,194.73,19/7/2023,DRDO,Artillery,Andhra Pradesh,34,Standard
IND-CTR-2023-1315,BEML Limited,34.11,19/7/2023,Indian Navy,IT Services,Chhattisgarh,24,Small
IND-CTR-2025-1116,Adani Defence & Aerospace,11.49,19/7/2023,DRDO,Communications,Mizoram,27,Small
IND-CTR-2023-0260,Tonbo Imaging,69.73,20/7/2023,Indian Navy,Electronics,Himachal Pradesh,22,Standard
IND-CTR-2023-0576,Avantel,36.84,20/7/2023,DRDO,Electronics,Jammu & Kashmir,20,Small
IND-CTR-2023-1704,Larsen & Toubro Defence,33.01,23/7/2023,Ministry of Defence (MoD),Electronics,Chhattisgarh,16,Small
IND-CTR-2023-1950,Alpha Design Technologies,848.81,23/7/2023,Indian Navy,Satellites,Goa,46,Major
IND-CTR-2025-0373,Alpha Design Technologies,8.54,23/7/2023,Indian Army,Drones/UAV,Uttar Pradesh,13,Small
IND-CTR-2025-1112,Paras Defence & Space Technologies,851.9,23/7/2023,Ministry of Home Affairs (CAPF),Artillery,Gujarat,32,Major
IND-CTR-2024-1103,DRDO - ADE,240.49,25/7/2023,DRDO,Space Systems,Himachal Pradesh,27,Standard
IND-CTR-2025-0773,Taneja Aerospace,252.41,25/7/2023,Indian Army,Vehicles,Tripura,17,Standard
IND-CTR-2025-1932,NewSpace Research & Technologies,303.33,26/7/2023,Indian Army,Radars,Odisha,25,Standard
IND-CTR-2024-1167,IdeaForge,3.61,27/7/2023,Indian Coast Guard,Maintenance & MRO,Andhra Pradesh,18,Small
IND-CTR-2025-0347,BEML Limited,1488.06,27/7/2023,Indian Army,Artillery,Sikkim,32,Major
IND-CTR-2025-1016,Data Patterns,5338.23,28/7/2023,Indian Navy,Submarines,Jharkhand,60,Major
IND-CTR-2025-1293,DRDO - LRDE,192.12,28/7/2023,Indian Army,Artillery,Madhya Pradesh,30,Standard
IND-CTR-2024-1839,Bharat Electronics Limited (BEL),73.42,29/7/2023,Ministry of Defence (MoD),Electronics,Gujarat,17,Standard
IND-CTR-2025-0218,Mazagon Dock Shipbuilders,59.27,29/7/2023,Indian Air Force,Vehicles,Gujarat,22,Standard
IND-CTR-2025-0796,DRDO - LRDE,610.71,29/7/2023,Indian Coast Guard,Space Systems,West Bengal,30,Major
IND-CTR-2025-1909,Bharat Heavy Electricals Limited (BHEL),104.65,29/7/2023,Indian Army,Vehicles,West Bengal,24,Standard
IND-CTR-2023-0515,Walchandnagar Industries,92.65,30/7/2023,Ministry of Home Affairs (CAPF),IT Services,Mizoram,10,Standard
IND-CTR-2023-0996,Paras Defence & Space Technologies,40.66,30/7/2023,Ministry of Home Affairs (CAPF),Communications,Tripura,25,Small
IND-CTR-2024-0507,Cochin Shipyard Limited,821.67,30/7/2023,Indian Navy,Helicopters,Maharashtra,58,Major
IND-CTR-2025-1640,Godrej Aerospace,2098.51,30/7/2023,Indian Air Force,Aircraft,Punjab,50,Major
IND-CTR-2023-0550,Data Patterns,669.15,2/8/2023,ISRO,Helicopters,Manipur,21,Major
IND-CTR-2023-0649,Garden Reach Shipbuilders & Engineers,1086.6,2/8/2023,Ministry of Defence (MoD),Naval Ships,Karnataka,64,Major
IND-CTR-2023-1818,Hindustan Aeronautics Limited (HAL),1170.75,3/8/2023,Indian Navy,Aircraft,Maharashtra,55,Major
IND-CTR-2024-0931,BEML Limited,12.18,3/8/2023,Indian Navy,Training & Simulation,Ladakh,10,Small
IND-CTR-2025-1799,Cochin Shipyard Limited,929.58,3/8/2023,Ministry of Defence (MoD),Helicopters,Uttar Pradesh,25,Major
IND-CTR-2023-0135,Astra Microwave,82.1,5/8/2023,Indian Coast Guard,Training & Simulation,Tripura,16,Standard
IND-CTR-2023-0261,Sika Interplant,73.03,5/8/2023,Ministry of Home Affairs (CAPF),Electronics,Chhattisgarh,21,Standard
IND-CTR-2023-0901,Hindustan Shipyard Limited,852.25,5/8/2023,Indian Navy,Missiles,Mizoram,51,Major
IND-CTR-2025-0116,Aequs Aerospace,85.51,5/8/2023,DRDO,Ammunition,Ladakh,12,Standard
IND-CTR-2023-0723,Bharat Heavy Electricals Limited (BHEL),212.8,6/8/2023,Ministry of Defence (MoD),Radars,West Bengal,32,Standard
IND-CTR-2023-1616,VEM Technologies,131.23,6/8/2023,Ministry of Home Affairs (CAPF),Vehicles,Uttarakhand,18,Standard
IND-CTR-2024-0987,Data Patterns,92.17,6/8/2023,Indian Air Force,Ammunition,Uttar Pradesh,15,Standard
IND-CTR-2025-0290,Cochin Shipyard Limited,42.27,6/8/2023,Ministry of Defence (MoD),Electronics,Arunachal Pradesh,11,Small
IND-CTR-2023-0809,Sika Interplant,2513.56,7/8/2023,Indian Air Force,Aircraft,Madhya Pradesh,32,Major
IND-CTR-2024-1286,Tonbo Imaging,43.97,7/8/2023,Ministry of Defence (MoD),Cybersecurity,Kerala,21,Small
IND-CTR-2024-1374,Walchandnagar Industries,59.96,7/8/2023,DRDO,Communications,Kerala,23,Standard
IND-CTR-2025-0409,Electronics Corporation of India Limited (ECIL),47.21,8/8/2023,Ministry of Defence (MoD),IT Services,Jammu & Kashmir,14,Small
IND-CTR-2023-1373,Garden Reach Shipbuilders & Engineers,38.34,9/8/2023,Indian Navy,Communications,Madhya Pradesh,17,Small
IND-CTR-2023-1885,DRDO - ADE,25.91,9/8/2023,Indian Army,IT Services,Uttarakhand,12,Small
IND-CTR-2024-1716,Kalyani Strategic Systems,893.44,9/8/2023,Indian Navy,Engines,West Bengal,28,Major
IND-CTR-2025-1245,Larsen & Toubro Defence,986.74,10/8/2023,Indian Navy,Naval Ships,Uttar Pradesh,82,Major
IND-CTR-2024-0379,NewSpace Research & Technologies,131.64,11/8/2023,Indian Air Force,Electronics,Kerala,15,Standard
